,0
2998,1
2999,1
3000,1
3001,1
3002,0
3003,1
3004,0
3005,1
3006,0
3007,1
3008,0
3009,1
3010,1
3011,0
3012,0
3013,1
3014,0
3015,1
3016,0
3017,0
3018,1
3019,1
3020,0
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,0
3031,1
3032,0
3033,0
3034,1
3035,0
3036,1
3037,1
3038,0
3039,1
3040,1
3041,0
3042,1
3043,0
3044,1
3045,1
3046,1
3047,0
3048,1
3049,0
3050,1
3051,1
3052,1
3053,0
3054,1
3055,1
3056,1
3057,1
3058,0
3059,1
3060,1
3061,1
3062,1
3063,0
3064,1
3065,1
3066,1
3067,1
3068,1
3069,0
3070,1
3071,0
3072,0
3073,0
3074,0
3075,0
3076,1
3077,1
3078,0
3079,1
3080,0
3081,1
3082,1
3083,1
3084,0
3085,0
3086,1
3087,0
3088,0
3089,1
3090,1
3091,0
3092,0
3093,1
3094,0
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,0
3104,1
3105,1
3106,1
3107,1
3108,0
3109,0
3110,0
3111,1
3112,1
3113,0
3114,0
3115,0
3116,1
3117,0
3118,1
3119,0
3120,0
3121,1
3122,0
3123,0
3124,1
3125,1
3126,0
3127,0
3128,0
3129,1
3130,1
3131,1
3132,0
3133,0
3134,1
3135,0
3136,1
3137,0
3138,0
3139,0
3140,1
3141,0
3142,1
3143,0
3144,1
3145,1
3146,0
3147,1
3148,0
3149,0
3150,1
3151,0
3152,0
3153,1
3154,0
3155,1
3156,0
3157,0
3158,0
3159,1
3160,1
3161,0
3162,0
3163,0
3164,1
3165,1
3166,0
3167,1
3168,1
3169,1
3170,0
3171,0
3172,1
3173,0
3174,1
3175,1
3176,0
3177,1
3178,0
3179,0
3180,0
3181,0
3182,0
3183,1
3184,0
3185,0
3186,0
3187,0
3188,1
3189,1
3190,1
3191,0
3192,0
3193,1
3194,0
3195,0
3196,1
3197,0
3198,1
3199,1
3200,1
3201,1
3202,1
3203,0
3204,0
3205,1
3206,1
3207,1
3208,0
3209,1
3210,0
3211,0
3212,0
3213,0
3214,1
3215,0
3216,1
3217,1
3218,0
3219,0
3220,1
3221,0
3222,0
3223,1
3224,1
3225,1
3226,1
3227,1
3228,0
3229,0
3230,0
3231,1
3232,1
3233,0
3234,1
3235,0
3236,1
3237,0
3238,1
3239,0
3240,1
3241,0
3242,1
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,0
3250,1
3251,1
3252,0
3253,1
3254,0
3255,0
3256,1
3257,1
3258,0
3259,1
3260,0
3261,0
3262,0
3263,1
3264,1
3265,0
3266,1
3267,0
3268,0
3269,1
3270,1
3271,0
3272,0
3273,0
3274,0
3275,0
3276,0
3277,1
3278,1
3279,0
3280,1
3281,0
3282,0
3283,1
3284,1
3285,1
3286,0
3287,0
3288,1
3289,1
3290,0
3291,1
3292,1
3293,0
3294,0
3295,1
3296,1
3297,1
3298,1
3299,0
3300,0
3301,1
3302,0
3303,0
3304,0
3305,0
3306,0
3307,0
3308,1
3309,0
3310,0
3311,1
3312,0
3313,0
3314,0
3315,0
3316,1
3317,1
3318,1
3319,0
3320,1
3321,0
3322,0
3323,1
3324,0
3325,0
3326,0
3327,0
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,0
3337,0
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,0
3345,1
3346,1
3347,1
3348,1
3349,1
3350,0
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,0
3362,0
3363,0
3364,1
3365,0
3366,0
3367,0
3368,0
3369,1
3370,0
3371,1
3372,1
3373,1
3374,0
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,1
3382,0
3383,1
3384,0
3385,1
3386,1
3387,0
3388,0
3389,1
3390,1
3391,0
3392,1
3393,1
3394,1
3395,1
3396,0
3397,1
3398,0
3399,0
3400,1
3401,1
3402,0
3403,0
3404,0
3405,1
3406,1
3407,1
3408,1
3409,1
3410,0
3411,1
3412,1
3413,1
3414,0
3415,0
3416,0
3417,1
3418,0
3419,0
3420,1
3421,0
3422,0
3423,0
3424,0
3425,0
3426,1
3427,0
3428,1
3429,0
3430,1
3431,0
3432,0
3433,0
3434,0
3435,1
3436,1
3437,1
3438,0
3439,1
3440,0
3441,0
3442,1
3443,1
3444,1
3445,1
3446,1
3447,0
3448,0
3449,0
3450,1
3451,1
3452,1
3453,0
3454,1
3455,1
3456,0
3457,1
3458,1
3459,1
3460,1
3461,0
3462,0
3463,1
3464,1
3465,1
3466,0
3467,1
3468,1
3469,1
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,1
3477,1
3478,1
3479,0
3480,0
3481,0
3482,0
3483,1
3484,1
3485,1
3486,1
3487,0
3488,0
3489,0
3490,0
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,1
3498,0
3499,0
3500,0
3501,1
3502,1
3503,1
3504,1
3505,0
3506,1
3507,0
3508,0
3509,0
3510,0
3511,1
3512,1
3513,1
3514,0
3515,0
3516,0
3517,0
3518,0
3519,1
3520,1
3521,1
3522,0
3523,0
3524,1
3525,1
3526,1
3527,0
3528,0
3529,1
3530,0
3531,1
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,1
3539,0
3540,1
3541,1
3542,1
3543,1
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,0
3551,1
3552,0
3553,1
3554,1
3555,1
3556,0
3557,0
3558,1
3559,0
3560,1
3561,0
3562,1
3563,1
3564,1
3565,0
3566,0
3567,0
3568,0
3569,0
3570,1
3571,0
3572,1
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,1
3585,0
3586,1
3587,1
3588,0
3589,1
3590,0
3591,1
3592,1
3593,1
3594,1
3595,0
3596,0
3597,1
3598,1
3599,1
3600,1
3601,0
3602,1
3603,1
3604,1
3605,1
3606,0
3607,0
3608,1
3609,1
3610,1
3611,1
3612,0
3613,0
3614,0
3615,0
3616,1
3617,1
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,1
3625,1
3626,0
3627,1
3628,0
3629,0
3630,0
3631,1
3632,0
3633,1
3634,1
3635,1
3636,0
3637,1
3638,1
3639,0
3640,0
3641,0
3642,0
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,0
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,0
3658,0
3659,1
3660,0
3661,1
3662,0
3663,0
3664,0
3665,1
3666,0
3667,1
3668,0
3669,1
3670,1
3671,0
3672,1
3673,1
3674,1
3675,1
3676,0
3677,1
3678,1
3679,0
3680,0
3681,1
3682,0
3683,1
3684,1
3685,1
3686,0
3687,0
3688,0
3689,0
3690,1
3691,0
3692,1
3693,0
3694,1
3695,1
3696,0
3697,0
3698,1
3699,0
3700,0
3701,0
3702,1
3703,0
3704,1
3705,1
3706,1
3707,0
3708,1
3709,1
3710,0
3711,1
3712,1
3713,1
3714,0
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,1
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,1
3729,1
3730,0
3731,0
3732,0
3733,1
3734,0
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,0
3742,1
3743,0
3744,0
3745,1
3746,0
3747,1
3748,0
3749,1
3750,0
3751,0
3752,1
3753,0
3754,0
3755,1
3756,0
3757,1
3758,0
3759,0
3760,0
3761,1
3762,0
3763,0
3764,1
3765,1
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,1
3776,0
3777,0
3778,0
3779,1
3780,1
3781,1
3782,0
3783,0
3784,0
3785,1
3786,0
3787,1
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,1
3795,1
3796,0
3797,1
3798,1
3799,1
3800,1
3801,0
3802,0
3803,1
3804,0
3805,0
3806,0
3807,1
3808,0
3809,1
3810,0
3811,1
3812,1
3813,1
3814,0
3815,1
3816,1
3817,1
3818,0
3819,1
3820,0
3821,1
3822,0
3823,0
3824,0
3825,0
3826,1
3827,1
3828,0
3829,1
3830,0
3831,0
3832,0
3833,0
3834,0
3835,1
3836,0
3837,0
3838,1
3839,1
3840,1
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,1
3848,0
3849,0
3850,1
3851,0
3852,1
3853,1
3854,0
3855,1
3856,0
3857,0
3858,1
3859,0
3860,1
3861,1
3862,0
3863,1
3864,0
3865,1
3866,1
3867,1
3868,0
3869,1
3870,0
3871,0
3872,1
3873,1
3874,0
3875,0
3876,1
3877,0
3878,1
3879,0
3880,0
3881,1
3882,0
3883,0
3884,1
3885,1
3886,0
3887,1
3888,1
3889,1
3890,1
3891,0
3892,0
3893,1
3894,1
3895,1
3896,0
3897,0
3898,1
3899,1
3900,0
3901,1
3902,1
3903,1
3904,1
3905,1
3906,0
3907,1
3908,0
3909,1
3910,1
3911,1
3912,1
3913,1
3914,0
3915,0
3916,1
3917,1
3918,1
3919,1
3920,0
3921,1
3922,0
3923,1
3924,0
3925,0
3926,0
3927,0
3928,0
3929,1
3930,1
3931,0
3932,1
3933,0
3934,0
3935,0
3936,0
3937,1
3938,0
3939,0
3940,1
3941,0
3942,1
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,1
3954,1
3955,0
3956,1
3957,0
3958,1
3959,0
3960,0
3961,0
3962,0
3963,1
3964,1
3965,0
3966,1
3967,1
3968,0
3969,1
3970,1
3971,1
3972,1
3973,1
3974,0
3975,0
3976,0
3977,1
3978,0
3979,0
3980,0
3981,1
3982,0
3983,1
3984,0
3985,1
3986,0
3987,0
3988,1
3989,1
3990,0
3991,1
3992,0
3993,1
3994,1
3995,1
3996,1
3997,0
3998,1
3999,0
4000,0
4001,1
4002,1
4003,1
4004,1
4005,1
4006,0
4007,1
4008,1
4009,0
4010,0
4011,0
4012,0
4013,1
4014,0
4015,1
4016,1
4017,1
4018,0
4019,1
4020,0
4021,0
4022,0
4023,0
4024,1
4025,1
4026,1
4027,1
4028,0
4029,1
4030,0
4031,0
4032,0
4033,0
4034,0
4035,1
4036,1
4037,1
4038,0
4039,1
4040,0
4041,0
4042,1
4043,0
4044,1
4045,1
4046,1
4047,0
4048,0
4049,1
4050,0
4051,0
4052,1
4053,1
4054,1
4055,0
4056,0
4057,1
4058,1
4059,0
4060,1
4061,0
4062,1
4063,0
4064,0
4065,0
4066,0
4067,1
4068,1
4069,1
4070,0
4071,1
4072,0
4073,1
4074,1
4075,0
4076,0
4077,1
4078,0
4079,0
4080,0
4081,1
4082,0
4083,1
4084,0
4085,1
4086,1
4087,0
4088,1
4089,0
4090,0
4091,1
4092,0
4093,1
4094,0
4095,0
4096,0
4097,1
4098,0
4099,0
4100,0
4101,0
4102,1
4103,0
4104,0
4105,0
4106,1
4107,1
4108,1
4109,0
4110,1
4111,0
4112,1
4113,1
4114,0
4115,0
4116,0
4117,0
4118,0
4119,1
4120,0
4121,1
4122,0
4123,1
4124,1
4125,0
4126,0
4127,0
4128,0
4129,1
4130,1
4131,1
4132,1
4133,0
4134,1
4135,1
4136,1
4137,1
4138,1
4139,0
4140,0
4141,1
4142,0
4143,0
4144,0
4145,1
4146,0
4147,1
4148,0
4149,0
4150,1
4151,1
4152,1
4153,1
4154,0
4155,0
4156,1
4157,0
4158,0
4159,1
4160,1
4161,1
4162,1
4163,1
4164,1
4165,0
4166,0
4167,0
4168,1
4169,1
4170,1
4171,1
4172,0
4173,1
4174,0
4175,1
4176,1
4177,1
4178,0
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,0
4186,1
4187,0
4188,1
4189,1
4190,1
4191,0
4192,0
4193,0
4194,1
4195,1
4196,1
4197,0
4198,0
4199,1
4200,1
4201,0
4202,1
4203,0
4204,0
4205,1
4206,0
4207,1
4208,0
4209,1
4210,1
4211,1
4212,1
4213,0
4214,1
4215,0
4216,0
4217,0
4218,0
4219,0
4220,1
4221,1
4222,1
4223,1
4224,0
4225,1
4226,1
4227,0
4228,0
4229,1
4230,1
4231,0
4232,1
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,1
4241,0
4242,0
4243,1
4244,1
4245,0
4246,0
4247,1
4248,0
4249,0
4250,1
4251,0
4252,0
4253,0
4254,0
4255,1
4256,0
4257,1
4258,1
4259,0
4260,1
4261,1
4262,0
4263,1
4264,0
4265,1
4266,1
4267,1
4268,1
4269,0
4270,0
4271,0
4272,0
4273,1
4274,1
4275,0
4276,1
4277,0
4278,1
4279,0
4280,0
4281,1
4282,0
4283,1
4284,0
4285,1
4286,0
4287,0
4288,1
4289,1
4290,1
4291,0
4292,1
4293,0
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,0
4301,1
4302,0
4303,0
4304,1
4305,0
4306,1
4307,1
4308,1
4309,0
4310,0
4311,1
4312,1
4313,0
4314,0
4315,1
4316,0
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,0
4324,1
4325,0
4326,0
4327,1
4328,0
4329,0
4330,0
4331,1
4332,1
4333,1
4334,1
4335,1
4336,0
4337,1
4338,0
4339,0
4340,1
4341,0
4342,1
4343,0
4344,0
4345,0
4346,1
4347,1
4348,0
4349,1
4350,1
4351,1
4352,1
4353,1
4354,0
4355,0
4356,1
4357,0
4358,0
4359,0
4360,1
4361,0
4362,0
4363,1
4364,1
4365,0
4366,0
4367,0
4368,1
4369,1
4370,1
4371,0
4372,1
4373,1
4374,0
4375,1
4376,1
4377,0
4378,1
4379,0
4380,0
4381,1
4382,0
4383,1
4384,1
4385,1
4386,0
4387,1
4388,0
4389,0
4390,1
4391,1
4392,0
4393,0
4394,1
4395,1
4396,0
4397,1
4398,1
4399,1
4400,0
4401,0
4402,1
4403,0
4404,1
4405,0
4406,1
4407,1
4408,1
4409,1
4410,0
4411,0
4412,1
4413,1
4414,1
4415,0
4416,0
4417,1
4418,0
4419,0
4420,1
4421,0
4422,0
4423,1
4424,1
4425,0
4426,0
4427,0
4428,0
4429,1
4430,0
4431,0
4432,0
4433,1
4434,0
4435,1
4436,0
4437,1
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,1
4447,1
4448,1
4449,0
4450,1
4451,0
4452,0
4453,1
4454,1
4455,1
4456,0
4457,0
4458,0
4459,0
4460,1
4461,0
4462,0
4463,1
4464,1
4465,0
4466,0
4467,0
4468,1
4469,0
4470,0
4471,1
4472,1
4473,0
4474,0
4475,0
4476,0
4477,0
4478,1
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,1
4486,1
4487,0
4488,1
4489,1
4490,1
4491,0
4492,1
4493,0
4494,1
4495,0
4496,0
4497,1
4498,0
4499,0
4500,1
4501,1
4502,1
4503,0
4504,0
4505,1
4506,0
4507,1
4508,0
4509,0
4510,1
4511,1
4512,1
4513,1
4514,0
4515,1
4516,0
4517,1
4518,0
4519,1
4520,1
4521,1
4522,1
4523,1
4524,1
4525,1
4526,0
4527,1
4528,0
4529,1
4530,1
4531,0
4532,1
4533,0
4534,1
4535,1
4536,0
4537,1
4538,0
4539,1
4540,0
4541,1
4542,0
4543,1
4544,1
4545,0
4546,1
4547,1
4548,1
4549,0
4550,1
4551,1
4552,1
4553,0
4554,1
4555,0
4556,1
4557,0
4558,0
4559,1
4560,0
4561,0
4562,1
4563,0
4564,1
4565,0
4566,1
4567,0
4568,1
4569,1
4570,1
4571,1
4572,0
4573,0
4574,1
4575,0
4576,1
4577,0
4578,1
4579,0
4580,0
4581,1
4582,1
4583,0
4584,0
4585,1
4586,1
4587,1
4588,1
4589,0
4590,0
4591,0
4592,1
4593,0
4594,0
4595,0
4596,0
4597,1
4598,1
4599,0
4600,1
4601,1
4602,0
4603,1
4604,0
4605,0
4606,0
4607,0
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,1
4615,0
4616,0
4617,1
4618,0
4619,0
4620,1
4621,0
4622,1
4623,0
4624,0
4625,0
4626,0
4627,1
4628,0
4629,1
4630,1
4631,0
4632,1
4633,1
4634,1
4635,0
4636,1
4637,0
4638,1
4639,0
4640,1
4641,0
4642,1
4643,0
4644,1
4645,0
4646,1
4647,1
4648,0
4649,0
4650,1
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4657,1
4658,0
4659,0
4660,0
4661,1
4662,0
4663,0
4664,1
4665,1
4666,1
4667,0
4668,0
4669,0
4670,1
4671,1
4672,0
4673,0
4674,1
4675,1
4676,0
4677,1
4678,0
4679,0
4680,0
4681,0
4682,1
4683,0
4684,1
4685,1
4686,0
4687,0
4688,0
4689,1
4690,1
4691,0
4692,1
4693,0
4694,1
4695,0
4696,0
4697,1
4698,1
4699,1
4700,0
4701,0
4702,1
4703,1
4704,0
4705,0
4706,0
4707,1
4708,1
4709,0
4710,0
4711,1
4712,1
4713,1
4714,1
4715,0
4716,0
4717,0
4718,0
4719,1
4720,1
4721,0
4722,1
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,1
4731,1
4732,0
4733,1
4734,1
4735,1
4736,1
4737,1
4738,0
4739,1
4740,1
4741,1
4742,1
4743,0
4744,1
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,1
4752,0
4753,0
4754,0
4755,1
4756,1
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,0
4766,0
4767,0
4768,0
4769,1
4770,1
4771,0
4772,0
4773,1
4774,0
4775,1
4776,0
4777,1
4778,0
4779,0
4780,1
4781,1
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,1
4790,1
4791,0
4792,0
4793,1
4794,0
4795,1
4796,1
4797,1
4798,1
4799,0
4800,0
4801,0
4802,0
4803,0
4804,1
4805,0
4806,0
4807,1
4808,0
4809,0
4810,1
4811,0
4812,1
4813,0
4814,1
4815,0
4816,1
4817,0
4818,0
4819,0
4820,1
4821,0
4822,0
4823,0
4824,0
4825,1
4826,0
4827,1
4828,0
4829,1
4830,0
4831,0
4832,1
4833,1
4834,1
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,1
4845,1
4846,0
4847,0
4848,0
4849,0
4850,1
4851,1
4852,0
4853,1
4854,0
4855,0
4856,0
4857,1
4858,0
4859,0
4860,1
4861,1
4862,1
4863,0
4864,0
4865,1
4866,0
4867,0
4868,0
4869,1
4870,1
4871,0
4872,1
4873,0
4874,1
4875,0
4876,0
4877,1
4878,1
4879,1
4880,1
4881,1
4882,0
4883,0
4884,1
4885,0
4886,1
4887,1
4888,0
4889,1
4890,0
4891,0
4892,0
4893,0
4894,1
4895,1
4896,1
4897,1
4898,1
4899,1
4900,0
4901,1
4902,0
4903,0
4904,1
4905,0
4906,1
4907,1
4908,0
4909,0
4910,1
4911,1
4912,0
4913,1
4914,1
4915,1
4916,0
4917,1
4918,1
4919,0
4920,0
4921,1
4922,0
4923,1
4924,1
4925,1
4926,1
4927,0
4928,0
4929,1
4930,0
4931,1
4932,1
4933,0
4934,0
4935,1
4936,0
4937,0
4938,0
4939,0
4940,1
4941,0
4942,0
4943,1
4944,0
4945,1
4946,0
4947,1
4948,0
4949,0
4950,0
4951,0
4952,0
4953,1
4954,0
4955,0
4956,0
4957,0
4958,0
4959,1
4960,1
4961,0
4962,1
4963,1
4964,1
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,1
4974,0
4975,1
4976,1
4977,1
4978,0
4979,0
4980,0
4981,0
4982,1
4983,0
4984,0
4985,0
4986,1
4987,0
4988,1
4989,1
4990,0
4991,1
4992,1
4993,1
4994,0
4995,1
4996,1
4997,1
4998,1
4999,0
5000,1
5001,1
5002,0
5003,0
5004,0
5005,1
5006,0
5007,1
5008,1
5009,0
5010,1
5011,0
5012,1
5013,0
5014,1
5015,1
5016,1
5017,1
5018,1
5019,0
5020,0
5021,1
5022,0
5023,0
5024,0
5025,1
5026,1
5027,1
5028,1
5029,0
5030,1
5031,0
5032,1
5033,1
5034,0
5035,0
5036,1
5037,1
5038,1
5039,0
5040,0
5041,1
5042,0
5043,1
5044,0
5045,0
5046,0
5047,1
5048,1
5049,0
5050,0
5051,0
5052,1
5053,1
5054,1
5055,0
5056,0
5057,0
5058,0
5059,1
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,1
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,1
5074,0
5075,0
5076,1
5077,0
5078,0
5079,0
5080,0
5081,0
5082,1
5083,1
5084,0
5085,0
5086,1
5087,0
5088,1
5089,1
5090,1
5091,0
5092,0
5093,0
5094,1
5095,0
5096,1
5097,1
5098,0
5099,0
5100,0
5101,0
5102,1
5103,1
5104,1
5105,0
5106,0
5107,0
5108,0
5109,1
5110,1
5111,0
5112,0
5113,0
5114,0
5115,1
5116,0
5117,0
5118,1
5119,0
5120,0
5121,0
5122,0
5123,1
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,1
5131,0
5132,0
5133,1
5134,1
5135,0
5136,1
5137,1
5138,1
5139,1
5140,1
5141,0
5142,1
5143,0
5144,0
5145,1
5146,0
5147,0
5148,1
5149,1
5150,1
5151,0
5152,1
5153,0
5154,1
5155,0
5156,1
5157,0
5158,1
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,1
5166,0
5167,0
5168,1
5169,1
5170,0
5171,0
5172,1
5173,0
5174,1
5175,0
5176,1
5177,1
5178,0
5179,1
5180,0
5181,1
5182,1
5183,1
5184,1
5185,1
5186,0
5187,1
5188,1
5189,1
5190,1
5191,0
5192,1
5193,1
5194,0
5195,1
5196,1
5197,0
5198,1
5199,1
5200,0
5201,0
5202,0
5203,0
5204,1
5205,1
5206,1
5207,0
5208,0
5209,0
5210,0
5211,1
5212,0
5213,0
5214,0
5215,1
5216,1
5217,1
5218,1
5219,1
5220,1
5221,1
5222,1
5223,1
5224,0
5225,0
5226,0
5227,0
5228,1
5229,0
5230,0
5231,0
5232,1
5233,0
5234,0
5235,1
5236,0
5237,1
5238,0
5239,0
5240,0
5241,0
5242,1
5243,0
5244,1
5245,0
5246,0
5247,1
5248,1
5249,0
5250,1
5251,0
5252,1
5253,0
5254,0
5255,1
5256,1
5257,1
5258,1
5259,0
5260,1
5261,0
5262,1
5263,0
5264,1
5265,0
5266,1
5267,1
5268,0
5269,1
5270,1
5271,0
5272,0
5273,0
5274,0
5275,0
5276,1
5277,1
5278,1
5279,0
5280,1
5281,0
5282,1
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,1
5291,0
5292,0
5293,1
5294,0
5295,1
5296,0
5297,1
5298,0
5299,1
5300,1
5301,0
5302,0
5303,1
5304,0
5305,0
5306,0
5307,0
5308,1
5309,0
5310,1
5311,0
5312,0
5313,1
5314,1
5315,0
5316,0
5317,1
5318,0
5319,1
5320,1
5321,1
5322,0
5323,0
5324,1
5325,1
5326,0
5327,1
5328,1
5329,1
5330,0
5331,1
5332,1
5333,1
5334,1
5335,1
5336,1
5337,0
5338,0
5339,0
5340,0
5341,0
5342,1
5343,0
5344,0
5345,1
5346,0
5347,0
5348,1
5349,1
5350,0
5351,1
5352,1
5353,0
5354,0
5355,0
5356,1
5357,1
5358,1
5359,1
5360,1
5361,0
5362,1
5363,0
5364,1
5365,0
5366,1
5367,0
5368,1
5369,0
5370,0
5371,1
5372,0
5373,1
5374,0
5375,1
5376,0
5377,0
5378,0
5379,0
5380,1
5381,0
5382,1
5383,1
5384,0
5385,0
5386,1
5387,1
5388,0
5389,0
5390,1
5391,1
5392,0
5393,0
5394,0
5395,0
5396,0
5397,1
5398,1
5399,1
5400,0
5401,0
5402,0
5403,0
5404,0
5405,1
5406,0
5407,0
5408,1
5409,1
5410,1
5411,0
5412,1
5413,1
5414,1
5415,0
5416,0
5417,1
5418,0
5419,0
5420,1
5421,1
5422,0
5423,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,0
5430,1
5431,1
5432,0
5433,0
5434,1
5435,1
5436,1
5437,1
5438,1
5439,0
5440,0
5441,1
5442,0
5443,1
5444,0
5445,1
5446,0
5447,1
5448,0
5449,0
5450,1
5451,0
5452,1
5453,1
5454,0
5455,1
5456,1
5457,0
5458,1
5459,1
5460,1
5461,0
5462,0
5463,1
5464,0
5465,0
5466,0
5467,0
5468,0
5469,1
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,1
5477,0
5478,0
5479,1
5480,0
5481,0
5482,1
5483,1
5484,1
5485,1
5486,0
5487,1
5488,0
5489,1
5490,0
5491,1
5492,0
5493,1
5494,0
5495,1
5496,0
5497,0
5498,1
5499,0
5500,0
5501,1
5502,0
5503,1
5504,0
5505,1
5506,0
5507,1
5508,0
5509,1
5510,1
5511,1
5512,1
5513,0
5514,1
5515,1
5516,1
5517,1
5518,0
5519,0
5520,0
5521,1
5522,1
5523,0
5524,0
5525,1
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,1
5533,1
5534,1
5535,1
5536,0
5537,1
5538,0
5539,1
5540,1
5541,0
5542,0
5543,1
5544,0
5545,1
5546,0
5547,0
5548,1
5549,1
5550,0
5551,1
5552,1
5553,0
5554,0
5555,1
5556,1
5557,1
5558,0
5559,0
5560,0
5561,0
5562,1
5563,1
5564,1
5565,0
5566,1
5567,1
5568,1
5569,0
5570,1
5571,0
5572,1
5573,1
5574,1
5575,1
5576,0
5577,1
5578,1
5579,1
5580,0
5581,1
5582,1
5583,1
5584,1
5585,0
5586,1
5587,0
5588,0
5589,0
5590,0
5591,1
5592,0
5593,1
5594,0
5595,1
5596,0
5597,0
5598,0
5599,1
5600,0
5601,1
5602,0
5603,1
5604,1
5605,1
5606,0
5607,1
5608,0
5609,0
5610,1
5611,0
5612,0
5613,0
5614,0
5615,1
5616,1
5617,1
5618,0
5619,1
5620,1
5621,1
5622,0
5623,1
5624,0
5625,1
5626,0
5627,1
5628,1
5629,0
5630,0
5631,1
5632,0
5633,1
5634,1
5635,0
5636,1
5637,1
5638,1
5639,1
5640,1
5641,1
5642,0
5643,1
5644,1
5645,0
5646,1
5647,0
5648,0
5649,1
5650,0
5651,1
5652,0
5653,1
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,1
5661,0
5662,1
5663,1
5664,0
5665,1
5666,1
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,1
5674,0
5675,0
5676,1
5677,0
5678,1
5679,0
5680,0
5681,0
5682,0
5683,1
5684,1
5685,0
5686,0
5687,1
5688,0
5689,1
5690,0
5691,0
5692,1
5693,0
5694,1
5695,0
5696,1
5697,1
5698,1
5699,0
5700,0
5701,1
5702,1
5703,0
5704,0
5705,1
5706,0
5707,1
5708,1
5709,1
5710,0
5711,1
5712,1
5713,1
5714,0
5715,1
5716,1
5717,1
5718,1
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,1
5729,1
5730,0
5731,1
5732,0
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,0
5746,0
5747,1
5748,1
5749,0
5750,0
5751,1
5752,0
5753,1
5754,1
5755,1
5756,1
5757,0
5758,0
5759,1
5760,0
5761,1
5762,0
5763,0
5764,0
5765,0
5766,0
5767,1
5768,0
5769,1
5770,1
5771,1
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,1
5779,1
5780,1
5781,1
5782,0
5783,1
5784,1
5785,1
5786,1
5787,0
5788,0
5789,1
5790,0
5791,1
5792,1
5793,0
5794,0
5795,1
5796,0
